企業番号	"生産品目"
19910824	総合建築業
19910833	建築工事
19910835	鉄板加工
19910847	電気通信設備設計施工
19910848	変速機等設計製作
19910866	石油製品販売
19910871	総合印刷業
19910873	電気情報システム開発設計
19910876	理容業，美容業
19910877	総合建設業
19910887	電気電子機械設計コンサルティング
19910891	化粧容器製造販売
19910896	金型製造
19910915	特殊鋼鋼材製造販売
19910918	三菱コンピュ－タメンテナンス
19910929	建設機械製造販売
19910934	設計販売管理（コンピュ－タ）
19910938	トラック販売修理
19910939	一般建築内装工事
19910941	自動化機械
19910943	建築工事
19910944	放射線検査
19910949	化学工業薬品製造販売
19910953	高速道路料金収受機械保守
19910960	自動車部品販売
19910961	建設コンサルタント
19910966	衣料品保管出荷
19910972	総合建設業
19910973	美容業
19910979	総合物流業
19910983	ソフトウエア開発
19910995	ソフトウエア開発派遣業
19911001	制御機器販売
19911002	工作機械設計製図ソフトウエア開発
19911004	建築電気設備工事設計施工
19911009	空調設備保守
19911010	精密機械加工
19911012	建築工事業
19911017	総合印刷
19911018	情報処理サ－ビス
19911030	総合建築業
19911033	医療業
19911036	光学機器設計製造開発販売
19911044	ＡＶ機器製造販売保守
19911050	コンピュ－タ運用関連開発
19911059	清涼飲料水製造
19911065	印刷業
19911068	ドラッグストアチェ－ン店
19911070	飲食業
19911076	空調自動制御機器販売
19911077	飲食店経営
19911082	総合電気設備工事
19911084	建設業
19911086	紳士服販売
19911088	都市開発総合企画電気通信工事
19911089	弾性繊維不織布等製造開発
19911102	ＯＡ機器販売
19911105	コンピュ－タ販売システム開発
19911106	建築土木材料販売
19911119	総合美容サロン
19911129	ディ－ゼル部品組立・製造
19911130	日本料理店
19911135	江戸前寿司チェーン店
19911139	ゴルフ場
19911143	菓子製造販売
19911144	各種レストラン、軽食・喫茶スタンド等
19911146	半導体部品等商社
19911156	家庭用品・衣料品食料品の販売
19911157	総合建設業
19911159	電子部品卸売
19911160	電子部品卸売
19911161	電子部品卸売
19911162	電子部品卸売
19911163	電子部品等の販売
19911165	日産自動車部品卸販売
19911172	機械電気設備設計製図
19911178	測量設計帖調査
19911180	溶接材料製造販売
19911189	紳士服販売店
19911191	家屋クリ－ニング
19911193	メガネス－パ－販売管理
19911195	建築工事
19911196	宝石・貴金属販売
19911199	合成樹脂・食品製薬
19911201	紳士・婦人服
19911202	紳士・婦人服
19911203	紳士・婦人服
19911204	紳士・婦人服
19911207	衣服ドレスアップ
19911218	紳士服販売
19911222	各種硝子製品製造販売
19911230	自動車運転手養成
19911231	パソコン製造販売・保守
19911235	防水工事内装仕上工事
19911236	金属精錬業
19911237	制御システム設計製作
19911240	ソフト開発
19911248	コンクリ－ト製品
19911251	織物業
19911262	牛乳・乳飲料製造販売
19911264	機械等販売
19911267	原子力火力発電所電気機械設計
19911268	住宅建築資材卸売業
19911277	建築設計
19911281	理容業
19911283	総合建設業
19911284	和洋菓子製造販売
19911286	電気機械器具
19911302	衛生陶器等製造
19911310	合成樹脂等原材料等製造
19911313	建設用足場装置製造
19911315	自動車整備塗装新車開発試作部品
19911320	食品製造レストラン
19911322	土木測量調査設計
19911326	ビル設備技術管理
19911328	船舶改造修理
19911329	金型設計製作
19911341	送電線用地調達交渉・測量
19911345	給排水設備工事電気工事
19911346	住宅設備機器販売
19911347	空調設備工事電気工事
19911348	給排水設備工事電気工事
19911349	給排水設備工事
19911354	紳士服婦人服製造
19911355	紳士服婦人服製造
19911356	紳士服婦人服製造
19911359	自動車電装品修理販売
19911364	荷役作業
19911366	鉄筋加工組立工事
19911372	総合物流業
19911378	素形材製造販売
19911379	貨物運送業
19911380	文具事務用品販売
19911381	不織布の製造販売
19911387	土木建築施工管理
19911390	美容業
19911400	食品加工販売
19911402	設計施工
19911404	冷凍設備施工管理
19911405	電気工事設計施工
19911413	車検・整備
19911417	港湾倉庫業等
19911419	耐火物，建材タイルの製造販売
19911420	総合建設業
19911423	機械設計製図組立
19911425	学生服の販売
19911427	建設コンサルタント
19911430	旅客運送事業
19911431	ドライブイン展望タワ－
19911438	木製洋家具製造卸
19911439	舗装工事
19911444	レストラン
19911445	貨物運送取扱
19911446	自動車用品の卸小売
19911455	スポ－ツ用品卸小売
19911459	電気工事電気通信工事業
19911464	医薬品等の配達
19911466	金属部品の防錆処理加工
19911468	食料品製造
19911471	コンピュ－タソフト開発
19911477	ステンレス鋼帯等
19911479	物流システム機器施工管理
19911480	ユニフォ－ム製造販売
19911481	ユニフォ－ム製造販売
19911483	衣料品食料品等販売
19911485	業務用冷凍冷蔵庫製造販売
19911486	家具等
19911489	美容業
19911491	情報処理ソフト開発
19911494	美容業
19911496	土木建設建築工事
19911503	還元鉄粉製造販売
19911505	ボ－ルベアリング製造
19911507	住宅の建築販売
19911511	婦人既製服製造
19911519	物流システム開発
19911522	貨物運送業
19911525	婦人服等縫製
19911531	各種飲料缶製造
19911532	一般屋内配線、冷暖房、照明設備
19911534	情報処理サ－ビス
19911536	東芝製品メンテナンス
19911543	百貨店
19911547	精密・建設・油圧機械部品，農機具等の部品製造
19911555	自動車用座席製造販売
19911558	建築設計管理
19911559	自動車修理
19911561	コンクリ－ト製品製造販売
19911562	総合農協
19911564	砂糖製造
19911567	家具販売
19911584	住宅建設製造
19911586	文房具等小売卸売
19911587	軽搬送ベルト製造
19911596	合成繊維等製造加工
19911597	壁紙印刷加工
19911598	日用品総合卸
19911599	建材等製造
19911600	電気部品製造
19911614	ﾌﾟﾗﾝﾄｴﾝｼﾞﾆｱﾘﾝｸﾞ土木建築
19911619	タイル工事請負
19911621	電気機器等修理
19911622	自動車整備等
19911624	冷暖房設備保守点検
19911628	エネルギ－変換機器開発販売
19911630	ステ－キ専門店経営
19911634	米麦乾燥機製造
19911636	石油製品販売
19911637	半導体集積回路製造販売
19911638	貨物運送事業
19911642	繊維原料卸
19911643	業務用厨房機器設計施工販売
19911657	建築工事左官工事
19911661	総合建設業
19911662	光学機械
19911666	被服等販売
19911672	スレ－ト製造
19911676	レストラン・給食
19911682	建築設計
19911683	消防通信施設工事
19911684	建設業
19911685	土木建築業
19911690	変圧器製造
19911691	
19911693	試薬製造販売
19911702	金属製品の加工
19911706	屋根，壁，雨樋・建築板金工事，住宅リフォーム全般
19911711	通信システム等の工事設計施工管理
19911712	環境保全
19911720	製造業組立・検査アウトソ－イング
19911721	製鉄設備・輸送設備の製作・補修
19911722	店舗デザイン企画設計施工
19911723	クリ－ニング機器販売サ－ビス
19911730	情報処理機器
19911733	寿司チェ－ンマ－ケット
19911734	建築業
19911736	総合建設業
19911739	スクールウエア等企画製造販売
19911743	建築設計管理
19911748	包装材料加工販売
19911752	婦人服小売
19911753	飲食業
19911754	石油製品等販売
19911755	縫製加工
19911756	総合美容品商社
19911761	建築土木用資材等卸売業
19911764	新聞発行
19911773	省力化機械開発製作
19911775	電気器具販売通信工事設計
19911776	建設業
19911777	液化石油ガス配送
19911778	総合建設業
19911779	機械保全修理
19911781	工作機械製造
19911782	建設業土木工事
19911783	事務機器卸売
19911784	総合建設業
19911787	警備保障業，総合ビル管理業，損害保険代理
19911791	物流業務
19911795	土木工事業
19911804	建築総合請負業
19911805	電子部品製造
19911807	石油製品小売卸
19911810	仮設建物リ－ス販売
19911813	土木建設機械の販売・リ－ス
19911817	ユニフォ－ム等製造・販売
19911820	電気機器製造販売
19911821	被服縫製
19911826	電気工事水道工事
19911828	石油製品等販売
19911829	鉄鋼等製造販売
19911830	鋳物珪砂採鉱加工販売
19911834	船舶用エンジン部品加工
19911843	電気装置製造販売
19911846	上下水道設計管理ソフト開発
19911849	融資業務
19911851	家電製品
19911852	ソフトウェア開発販売
19911853	総合エンジニアリング
19911854	建築工事設計施工
19911855	総合建設業
19911856	自動車部品製造貨物運送業
19911859	情報処理システム装置等製作販売
19911861	輸出入貨物受渡証明
19911862	交通信号機等製造販売
19911864	機械設備設計製造
19911865	貨物自動車運送事業
19911866	ＯＡ機器等製造販売
19911867	総合建設業
19911870	高圧ガス溶接機械等販売
19911871	建設用機械製造販売
19911872	土木工事電気通信工事
19911873	総合建設業
19911878	デザイン設計施工
19911880	金属加工部品の製作
19911881	非鉄金属製品販売
19911883	建築設計管理
19911884	コンピュ－タ販売開発
19911887	ホテル企画設計
19911889	一般美容
19911891	電子機器製造
19911892	新聞販売促進業務，販売店経営
19911893	総合建設業
19911895	総合建設業
19911896	建築設計監理
19911897	塗料関連商品販売
19911898	家庭電気器具販売
19911902	保温断熱材製造設計施工
19911904	メカニカルシ－ルその他製造，販売
19911905	プラントシステム設計保守
19911906	食肉加工品製造販売
19911907	建設用ステンレス設計製作
19911908	ガラス製品製造
19911909	自動車関連総合サ－ビス業
19911910	外食産業
19911911	玩具銃開発設計製造販売
19911912	水道・ガス工事
19911913	総合建設業
19911914	石油製品等販売自動車整備
19911915	輸送用機器製造
19911917	ス－パ－マ－ケット  レストラン
19911919	旅客運輸業
19911920	婦人服専門店
19911921	ゴルフ場経営リゾ－ト開発
19911922	自動車自動組立機設計開発
19911924	百貨販売
19911926	消費者金融・不動産担保ロ－ン
19911927	半導体製造
19911928	機械加工
19911929	婦人服地の図柄作成
19911930	建築・塗装工事
19911931	空調設備工事
19920005	
19920017	鋼製型枠設計製作機械部品設計製作
19920050	自動車駆動装置製造販売
19920056	運輸・倉庫・宅配
19920058	観光・高速バス事業，旅行業
19920060	ビル型枠工事
19920061	インテリア製品製造卸
19920064	石油製品卸販売
19920102	各種プラント建設メンテナンス
19920115	発電所設計施工メンテナンス
19920119	プラント建設
19920124	屋根瓦製造販売
19920125	食品容器機器卸小売
19920143	自動車用ガラス加工
19920145	衣料品仕入販売
19920163	食料品製造
19920170	化学製品製造販売
19920174	家庭電気製品
19920177	眼鏡レンズ製造
19920180	食用油製造販売
19920183	羊毛織物企画製造
19920187	土木建設業
19920188	染色整理業
19920196	建築工事
19920197	食品機械等販売
19920205	総合建設業
19920231	建設業
19920233	ＤＩＹ用品
19920236	総合建設
19920253	電気設備工事
19920254	塗料等製造販売
19920281	土木工事
19920286	プラント建設等
19920287	電気設備等設計施工
19920309	総合建設業
19920326	各種制御装置製造販売
19920327	耐火断熱材等製造販売
19920337	測量設計
19920342	ソフトウエアエンジニアリング
19920348	棒鋼製造販売
19920350	制服製造販売
19920352	自動車整備
19920354	電子部品材料
19920386	建築業  建材販売
19920391	石油製品販売
19920396	安全管理業務
19920398	軸受等製造販売
19920399	ＯＡ機器保守点検
19920409	鉄鋼業
19920415	家庭用品小売通信販売
19920418	繊維染色
19920424	総合建設業
19920433	機械部品製造販売
19920460	石油製品自動車用品販売
19920463	非破壊検査業
19920478	超硬耐摩工具
19920482	石油製品販売
19920484	エンジニアリング
19920491	中華産業
19920515	空調設備工事
19920523	ＯＡ機器販売技術サ－ビス
19920537	食肉加工販売
19920539	織物の捺染加工
19920549	総合建設業
19920559	レ－ザ－切断、板金、機械加工、商品開発
19920591	機械部品レ－ザ－加工・製造
19920599	建設業
19920601	靴衣料品等販売
19920603	日曜雑貨品小売業
19920606	塗装工事
19920612	建築業
19920613	建築業
19920615	貨物運送クレ－ンリ－ス
19920616	自動車部品製作
19920617	機械器具製作
19920621	コンピュ－タ技術サ－ビス
19920623	建築設計不動産業
19920625	屋根材料・壁材販売施工
19920632	道路舗装材料製造販売
19920636	自動制御システム開発設計
19920652	工作機械製造販売
19920664	特殊車輌販売整備
19920666	給排水設備等設計施工
19920668	総合建設業
19920678	包装資材食品容器販売
19920692	各種保安設備設計施工
19920703	情報通信施工保守
19920719	工業用塗料製造開発販売
19920723	梱包港湾貨物取扱
19920729	乗馬クラブ
19920739	美容業
19920762	総合建設業
19920770	自動販売機械での食料品販売
19920792	石油製品販売
19920800	石油製品販売
19920802	美容理容業
19920803	電気設備等建設保守
19920813	石油製品卸・小売
19920815	印刷・コピｰ・情報処理・企画
19920835	アクセサリ販売
19920837	貨物自動車運送
19920841	ソフト開発
19920846	生産設備装置設計製造
19920848	企画デザイン写真写植
19920856	レストラン経営
19920859	鉄道運輸業
19920892	石油製品販売
19920895	家具インテリア
19920905	チェ－ンストア
19920907	飲食業
19920908	飲食業
19920909	建設工事測量
19920910	警備保障
19920914	印刷業
19920915	活魚料理
19920935	ホテル・飲食店営業
19920945	建築石材加工
19920946	繊維漂白・染色
19920950	石油等貯蔵設備設計施工
19920954	産業廃棄物処理
19920988	石油製品・消火器販売
19920990	情報システム設計開発販売
19920994	家電製品販売修理
19920998	家電製品販売修理
19921006	航空機機内食調製搭載
19921008	リゾ－トホテル等運営
19921025	ビル内装工事設計施工
19921029	総合小売業
19921030	コンビニエンスストア
19921044	空調設備工事設計施工
19921049	総合建設業
19921051	石油製品販売
19921052	自動制御機器製造
19921053	カ－エアコン等
19921057	自動車小売ＯＡ機器販売
19921058	店舗運転保守
19921063	粉末冶金金型製造
19921073	木材・住宅建材卸小売
19921096	総合小売業
19921098	ビルメンテナンス
19921102	自動車用電線製造
19921106	うどん・そば
19921110	土木建築業コンクリ－ト製品
19921112	美容業
19921115	電気計装工事
19921122	石油製品販売車輌整備
19921125	ビル給排水設備設計施工
19921133	総合小売業
19921145	農業機械産業機械製造加工
19921146	農業機械産業機械製造加工
19921148	日本料理
19921154	建設機械販売整備
19921159	総合建設業
19921167	鉄道関連電気設備工事
19921168	印刷機械設計製造販売
19921216	不動産業
19921218	美容業
19921219	医療
19921234	マツダ部品卸売
19921244	電解設備関連機器製造
19921250	半導体シリコン製造販売
19921259	写真全般
19921264	美容業
19921267	非破壊検査
19921281	特殊鋼等製造販売
19921287	住宅設計施工
19921291	発変電所等がいし洗浄
19921292	医療
19921298	航空機グランドハンドリング
19921301	食品機械化学機器開発・製造
19921305	冷暖房機器等販売工事・保守
19921306	石油精製業
19921313	総合建設業製鉄関連作業
19921326	棚卸業務代行
19921332	各種容器製造販売
19921338	電気設備設計施工
19921339	金属加工業
19921345	総合建設業
19921360	鉄筋加工組立工事
19921366	鉄筋組立施工
19921367	型枠組立施工
19921368	鉄筋組立施工
19921369	鉄筋組立施工
19921370	鉄筋組立施工
19921371	鉄筋組立施工
19921372	鉄筋組立施工
19921373	電気工事業
19921381	建設業
19921390	製麺機械製造販売麺類製造販売
19921393	ゴルフ場経営
19921397	亜鉛鉄板・カラ－鉄板製造
19921399	縫製品洗い加工
19921413	美容業
19921417	コンクリ－ト製造販売
19921418	土木建設業
19921422	美容業
19921426	ＡＶラック等企画設計製作
19921431	居酒屋チェ－ン
19921433	総合レンタル業
19921448	ホテル業
19921452	文具ＯＡ機器販売
19921457	ソフトウエア研究開発
19921459	総合建設業
19921461	化学プラント建設保全
19921462	総合建設業
19921466	情報記録材生産
19921467	ソフト開発
19921474	車輌用内装材合成皮革製造販売
19921477	保温保冷・耐火・断熱・空調・衛生・防音・熱絶縁材料等の加工，販売
19921482	プラント各種機械電気設備計画設計
19921486	家電製品販売
19921488	１８０Lブリキ缶、美術印刷缶製造
19921495	建築用資材販売
19921498	電気工事設計施工
19921501	石油製品販売
19921502	管工事
19921510	合成樹脂製品製造
19921511	プラント・建築物電気機械工事
19921512	プラント・建築物電気機械工事
19921513	純綿糸製造
19921514	無人搬送システム製造販売
19921531	建設業
19921542	重電機等プラント建設
19921552	活ふぐ料理専門店チェーン
19921553	ホテル業
19921554	土木建築
19921555	石油製品卸小売
19921556	家具建具製造販売
19921561	非鉄金属製錬
19921569	綿糸合繊混紡糸
19921577	建築設計事務所
19921581	ゴルフ場・ホテル経営
19921586	総合病院
19921587	液晶ﾃﾞｨｽﾌﾟﾚｲ加工組立、電子機器用基板開発製造
19921588	住宅設備機器設計施工
19921589	金属製品製造
19921597	ドライブイン
19921598	建設業
19921600	雑貨卸売・販売
19921601	雑貨卸売・販売
19921612	
19921613	工業化学製品等製造
19921616	産業用電子機器製造・販売
19921618	建設機械製造修理販売
19921622	総合電気配線工事設計施工
19921623	業務用電気機器厨房機器販売
19921629	インテリア用品のメンテナンス付きリ－ス
19921634	タイル石材工事
19921637	家電製品販売修理
19921639	家電製品販売修理
19921644	建築企画設計監理
19921646	小売業
19921647	電子機器据付保守・販売
19921648	大型機械加工
19921650	土木建築業
19921651	自動車用型具治具製造販売
19921657	電気設備設計施工管理
19921658	鋼材溶断加工
19921661	機械設備土木建築設計管理
19921665	有機合成化学工業
19921675	厚生年金福祉施設
19921679	瓦の卸・販売
19921680	ゴム製履物製造
19921683	総合建設業
19921685	板ガラス・サッシ等卸売
19921686	ポリウレタンホ－ム製造加工
19921687	ポリウレタンホ－ム製造加工
19921688	建築大工業
19921691	機器製作据付配管工事
19921692	工業用配管材料水処理機械販売
19921695	光半導体液晶パネル製造
19921698	服製造販売
19921699	総合建設業
19921704	飲食・給食業
19921705	クリ－ニング業
19921706	理容業
19921707	家電品販売
19921708	各種スレ－ト瓦製造販売施工
19921709	電気設備通信工事設計施工管理
19921710	美容業
19921711	機械設計製図
19921712	鉄骨組立機械組立
19921713	電気機械器具販売
19921716	建築業，不動産業
19921717	プラント配管設計機器設計
19921719	回転寿司
19921720	建築設計
19921721	建設業
19921726	総合建設業
19921731	美粧ダンボ－ル製造販売
19921734	土木建築資材設計施工販売
19921737	理容
19921739	電気設備工事
19921741	ゴルフクラブテニスクラブ経営
19921743	
19921744	運送業
19921745	自動車部品製造
19921746	繊維製品製造
19921747	ゴルフ場経営
19921748	自動車部品搬送
19921749	電気設備工事
19930036	化学工業
19930113	電気通信設備工事
19930122	自動車部品等製造
19930132	鋼構造物工事業
19930146	エクステリア関係
19930158	板ガラス工事
19930160	プラスチック成形機械サ－ビス
19930164	建設業
19930176	建設業
19930177	建築設計監理
19930235	製鉄業
19930241	ビル管理  建設業鉄道施設管理
19930242	石油製品販売
19930270	飲食業
19930281	土木工事一式
19930286	総合建設業
19930300	日本料理
19930303	建設業
19930311	建設機械保守
19930325	オフセット製版
19930343	食品加工機械ベルトコンベヤ－
19930347	貨物取扱業
19930380	航空機内食製造
19930428	建設業
19930432	商業印刷全般
19930436	ＦＡシステム設計製作
19930439	レストラン経営等
19930451	農業機械等製造販売
19930453	総合環境衛生管理事業
19930461	総合小売業
19930463	土木建設業
19930490	冷凍食品保管加工不動産
19930496	石油製品販売
19930500	石油製品販売
19930516	菓子製造業
19930543	土木設計・測量
19930548	各種鋼製造
19930549	ホテル業
19930551	葬儀・葬祭
19930555	写真製版
19930557	建設業
19930559	土木建築工事
19930578	測量設計施工管理
19930642	インテリア製品企画販売
19930679	冷蔵・生鮮食品の輸送　配送センタ－の管理
19930689	ギフト用品等管理配送
19930700	日本料理等
19930705	レストラン経営
19930716	電子部品研究開発
19930718	美容
19930729	ステンレス鋼板加工品製造販売
19930731	警備
19930746	リゾ－トホテル
19930776	プラント設備
19930781	情報通信機器製造販売
19930782	靴の小売
19930786	理容業
19930790	非破壊検査
19930799	第２電電の代理店中国セルラ－電話
19930800	ホンダ純正部品配送・商品管理
19930812	建築物管設備工事
19930818	木造住宅建設
19930819	食肉加工品製造
19930821	営業倉庫
19930829	合成樹脂の試作産業廃棄物の処理
19930837	工業用タイマ電源等の製造販売
19930845	自動車の設計・開発・生産
19930859	冷凍食品製造販売レストラン
19930862	各種プラント設計
19930885	レストラン遊技場経営
19930893	石油製品販売
19930899	精肉販売
19930911	総合水産物御売
19930913	グラビア印刷フィルム製造
19930933	上下水道工事
19930945	建築土木
19930948	配電盤・制御盤電気・計装
19930949	電気設備工事
19930960	鉄筋組立施工
19930965	ガス圧接電気溶接
19930966	ガス圧接電気溶接
19930967	ガス圧接電気溶接
19930980	ＦＲＰの設計製造
19930981	理容
19930982	機械工具の卸
19930984	総合建設業
19930990	警備全般
19931000	空調設備設計施工
19931001	各種処理施設設計施工
19931005	総合建設業
19931009	鉄筋工事
19931010	ポリエチレン製造加工
19931013	土木測量
19931020	鉄梱包資材製造販売
19931034	ジ－ンズ製品製造販売
19931040	高圧ガス機器製造販売
19931043	内装仕上工事
19931054	美容全般
19931057	自動車整備
19931064	ステンレス機器冷凍冷蔵設備設計
19931075	石油製品販売
19931117	日本酒製造販売
19931120	建設業
19931133	電気設備工事
19931135	美容業
19931139	理容業
19931143	新幹線軌道の保守レ－ル溶接作業
19931147	鋼板販売溶断加工
19931150	リゾ－ト事業
19931152	自動車・農業機械部品製造
19931155	ＬＰガス及び器具家電製品全般
19931156	天板家具部材建築部材塗装加工
19931160	建築業
19931161	建築設計管理
19931165	建設業重機土木法面工事特殊工事
19931171	電気通信工事
19931172	各種ウェア企画製造販売
19931183	法面保護工事，舗装工事
19931184	建設業，鉄筋工事業
19931186	家庭電化製品全般販売修理
19931190	建築物等設計調査監理
19931195	セキュリティ関連
19931196	ドライブイン
19931198	注文住宅建売住宅建築販売
19931200	木造建築
19931202	非常通報装置販売
19931210	上水道水供給
19931217	金属製品製造産業機械設計製造
19931228	工業用計測機器保守整備
19931239	エクステリア設計施工販売
19931242	土木舗装工事
19931243	ガソリンスタンド
19931248	総合建設業
19931254	各種ＯＡ機器販売ソフトウエア開発
19931256	電子部品プリント基板
19931257	製鋼建具販売施工
19931258	省力自動機械製造
19931260	土木建築工事
19931262	建築資材製造販売立体駐車場販売
19931264	石油化学プラントメンテナンス
19931265	土木調査測量設計
19931267	各種機械設計製作
19931269	建設業
19931270	保全工事
19931271	溶接加工機械組立
19931272	農業用資材等卸売
19931273	土木工事
19931275	各種機器卸売
19931279	総合理容美容
19931282	土木建築業
19931285	住宅設計施工販売
19931288	精神科神経科病院
19931289	配合飼料の製造
19931291	衛生用品ラミネ－ト加工
19931292	消防
19931295	アパレルウェア製造販売
19931298	建設機械保守
19931300	美容業
19931301	住宅サ－ビス
19931302	総合建築業
19931304	配管製缶保全保守
19931306	洋菓子製造販売
19931307	プラント設計製作
19931310	各種クレ－ン修理
19940029	印刷全般
19940044	木造注文住宅
19940098	建設業貨物取扱業
19940125	自動車部品製造開発販売
19940184	建材資材卸総合建設業
19940193	船舶製造鉄鋼構造物製作
19940200	塗装工事
19940212	米穀酒類燃料販売
19940223	セキュリティサ－ビス
19940245	総合建設業
19940263	ビル型枠工事
19940266	建築業
19940272	パン弁当製造販売
19940291	システム開発デ－タ作成
19940294	建設業
19940342	クレ－ンリ－ス業運送業
19940395	教育図書印刷製本
19940439	総合建設業
19940442	ソフト開発
19940453	石油製品小売販
19940472	警備保障
19940490	観光バス
19940495	石油製品卸小売
19940502	金属製建具取付施工
19940533	有害生物駆除等環境衛生全般
19940544	食肉販売
19940566	歯科医療器材卸売
19940577	自動車部品製造
19940581	メガネ小売
19940583	総合物流業
19940612	総合建築業
19940623	遊技業
19940632	建築業
19940639	木造注文住宅設計施工監理
19940647	石油製品販売
19940664	自動車販売・修理
19940672	住宅設備機器販売工事
19940681	空調機器等販売
19940682	空調機器等販売
19940700	構造床工事
19940701	電機設備
19940711	一般住宅設計施工
19940712	木造住宅建築
19940719	文化財等屋根工事
19940723	建築設計
19940737	段ボ－ル紙器製造販売
19940738	設計製図
19940750	セキュリティサ－ビス
19940752	建設業
19940762	建築設計工事監理
19940778	青果物卸販売
19940785	各種省エネ機器の設計及び製作
19940793	建設業・不動産業
19940797	美容業
19940798	建築業
19940803	家具製造販売
19940810	食品軽量容器製造
19940812	建築用石材記念碑施工
19940814	物流機器商品販売配送
19940828	建築設計・管理
19940832	木造住宅建築
19940843	信用・共済・購買総合農協
19940845	ス－パ－
19940852	造園土木工事
19940861	水道工事業
19940862	電気機械器具販売
19940870	医療用ガス製造販売
19940872	ホテル
19940873	プラスチック製品製造業
19940874	機械器具据付工事
19940878	布団座椅子等製造販売
19940879	布団座椅子等製造販売
19940881	大手企業のプラント設備・保全工事
19940885	測量土木設計開発許可申請
19940887	旅客運輸不動産業
19940892	内装仕上工事業
19940894	鉄筋工事（加工・組立）
19940895	防水工事・塗装
19940899	総合ビル管理
19940901	住宅設備管工事
19940902	自動車電送品販売
19940907	鉄骨建築製作
19940910	土木建築工事
19940911	建設業
19940912	耐火物製造販売各種炉設計施工
19940918	建設業
19940919	石油ＬＰガス空調機器
19940924	上下水道土木工事舗装工事
19940925	鋼構造物工事建設業  製缶
19940927	書籍・雑誌・手帳合本・和本
19940928	鉄筋工事
19940929	給排水空調水道設計施工
19940930	建築鉄骨工事
19940931	中国料理
19940932	建築業
19940939	サ－ビス業
19940943	総合建設業交通安全施設事業
19940945	総合建設業
19940948	建築土木一式特定建設業
19940949	住宅機器販売
19940950	工業用各種ロ－ル製作加工
19940951	綿糸化合繊糸撚糸製造加工
19940952	すだれ製造
19940953	プラスチック成型加工
19940954	フル－ツキャップ製造
19940955	住宅機器販売施工
19950011	一般住宅の新築
19950030	婦人服販売
19950061	石油プラント装置，製鉄機械設備の建設・保全工事
19950094	建築塗装工事
19950096	美容室・理容室・エステサロンの経営
19950123	製菓機械設計製作
19950278	コンクリ－ト二次製品製造
19950299	石油製品販売
19950304	住宅リフォ－ム設計施工管理
19950325	一般美容
19950329	総合建設業
19950376	建設機械製造販売
19950377	総合建設業（土木，建築）
19950378	食品等加工機械製造販売
19950383	自動車用品卸売
19950390	総合レストランチェ－ン店
19950446	石油製品販売
19950457	石油製品販売自動車整備
19950472	木材加工職業訓練校
19950486	自動車電装品販売修理
19950487	冷暖房給排水設備工事
19950490	家庭電化製品小売販売
19950492	建築・土木
19950493	建築・土木託建取引業
19950497	水道工事電気工事
19950510	電力設備の調査設計監理
19950550	土木一般
19950556	総合建設業
19950589	土木・建築
19950593	アルミ等金物一式製図製作加工
19950596	建設業
19950606	分析サ－ビス業
19950610	総合建設業
19950611	プレハブ住宅組立
19950618	食品加工販売建築土木
19950622	美容、エステ化粧品販売
19950628	建設業
19950629	建設総合請負業
19950631	貨物自動車運送業等
19950632	石油製品販売
19950633	貨物自動車運送業等
19950647	寿司活魚料理
19950655	木製品製造
19950664	ホテル、飲食サ－ビス業
19950674	検査・計測機器製造・販売
19950678	電気電子設計開発ソフト開発
19950696	ｴﾚﾍﾞ-ﾀ-，ｴｽｶﾚ-ﾀ-保守点検据付工事
19950705	老人保健施設
19950714	総合建設業
19950731	スチコン製造販売
19950732	電設・資材販売
19950737	建築設計
19950738	
19950741	建設業
19950743	半導体製品製造
19950744	建築設計
19950747	住宅一般建築
19950750	各種鋳鉄品製造販売
19950753	総合建設業
19950755	電気通信工事電気工事
19950756	塗装防水設計施工総合建築業
19950763	土木建築工事
19950766	土木工事
19950767	生コンクリ－ト製造
19950769	印刷物全般
19950774	工業薬品製造販売
19950777	シ－ト製造・加工（プラスチック）
19950779	家電用電化製品ＯＡ等販売修理
19950783	紳士服小売販売
19950784	総合レジャ－業
19950786	電気工事業
19950788	電気設備設計施工
19950792	パチンコ店
19950793	アルミ建材卸売
19950794	ビル総合管理
19950797	眼科診療所
19950798	美容業
19950802	建設機械販売修理
19950805	新建材卸売
19950806	建設鳶工事配管鉄骨工事
19950809	各種安全管理常駐警備
19950811	建築物総合管理ビルメンテナンス
19960032	寿司・飲食店・居酒屋経営
19960039	書籍雑誌販売
19960074	土木工事業
19960087	大工工事・現場管理
19960118	測量・土木設計調査・許認可
19960146	元請建設業
19960188	電気技術
19960205	建築鉄骨工場加工建築物設計施工
19960208	土木工事業
19960210	ガソリンスタンド
19960227	美容業
19960240	生産加工等の各種製造業
19960248	建築設計施行管理不動産取引
19960288	医科器械・理科学器械メンテナンス
19960316	建築業
19960317	自動車部品金型機械部品製作
19960350	理容業
19960355	総合美容業
19960356	総合美容業
19960357	総合美容業
19960358	石油製品販売等
19960362	中華麺餃子等製造
19960387	土木一式工事
19960418	自動車・農業機械部品加工
19960450	倉庫業・荷役業
19960456	機械プラント据付
19960464	総合レンタル業
19960467	貨物輸送
19960468	運送業
19960486	木製建具の製造
19960488	石膏ボ－ドの製造・販売
19960490	石油化学の装置環境設備の設計
19960492	酒類販売
19960497	特殊建設機械販売サ－ビス
19960506	各種工業用ガスの製造販売
